Price,Close,High,Low,Open,Volume
2022-06-13,129.65048217773438,132.91434748083088,129.2179182819536,130.6237359424125,122207100
2022-06-14,130.51559448242188,131.62649584691928,129.25723497256138,130.87934957569854,84784300
2022-06-15,133.14047241210938,135.0181863871141,129.9257644034857,132.0197453538818,91533000
2022-06-16,127.86126708984375,130.15187905380364,126.85850650886532,129.84712216174927,108123900
2022-06-17,129.3358917236328,130.8301993524765,127.61547659200777,127.87109072638007,134520300
2022-06-21,133.57301330566406,134.74289788395257,131.06613492456364,131.16443535080262,81000500
2022-06-22,133.06179809570312,135.4310435768621,131.64614013134977,132.5112527755898,73409200
2022-06-23,135.93243408203125,136.2470164136777,133.33706609243566,134.50695054622625,72433800
2022-06-24,139.26513671875,139.51091028418583,137.40708916408835,137.53488121755194,89116800
2022-06-27,139.26513671875,141.06420101783954,138.58679927801467,140.2875481505987,70207900
2022-06-28,135.1165008544922,140.995401345449,134.99853432316218,139.7272161311599,67083400
2022-06-29,136.876220703125,138.29187895229046,134.35950159386607,135.1361545226192,66242400
2022-06-30,134.40866088867188,136.0307605677301,131.50853555295868,134.9296996947126,98964500
2022-07-01,136.58126831054688,136.68940927123788,133.3665611170388,133.74012670784026,71051600
2022-07-05,139.16683959960938,139.2159973193288,134.61510776869383,135.44091845782265,73353800
2022-07-06,140.50384521484375,141.68355545577728,138.69495517869038,138.96039485817002,74064300
2022-07-07,143.8758544921875,144.07247034886072,140.857747839313,140.86757338185674,66253700
2022-07-08,144.55421447753906,145.05560229318138,142.54870821746638,142.8043073974188,64547800
2022-07-11,142.4208984375,144.16097993966463,141.3493290099564,143.2073770543587,63141600
2022-07-12,143.39413452148438,145.94034514627222,142.597830542374,143.2958190916168,77588800
2022-07-13,143.03038024902344,143.9741422785196,139.71734260162484,140.5726447543378,71185600
2022-07-14,145.95999145507812,146.43187245268066,140.82823872856787,141.6442086832549,78140700
2022-07-15,147.6312713623047,148.30960883923063,145.69457436327764,147.24786517980246,76259900
2022-07-18,144.5836944580078,149.00761906982018,144.219939344917,148.1916489524308,81420900
2022-07-19,148.447265625,148.67337315386493,144.4264128251581,145.41933284394,82982400
2022-07-20,150.45274353027344,151.1212554478555,147.8278835762641,148.56520429371037,64823400
2022-07-21,152.72372436523438,152.9400063380094,149.37136878805202,151.88808810670997,65086600
2022-07-22,151.48497009277344,153.6379486262537,150.81647328829465,152.76299545520004,66675400
2022-07-25,150.36428833007812,152.41895206482627,149.70561686969222,151.40636601369852,53623900
2022-07-26,149.0370635986328,150.5018641288535,148.2505853604821,149.6858942693443,55138700
2022-07-27,154.1393280029297,154.6702072541214,149.58761220557574,150.00050995604346,78620700
2022-07-28,154.68988037109375,154.97497109241723,151.79958098557822,154.32612531182656,81378700
2022-07-29,159.7626495361328,160.86372535437394,156.8035410889223,158.51413057382698,101786900
2022-08-01,158.77955627441406,160.82439423501998,158.17004260375904,158.28800912044616,67829400
2022-08-02,157.304931640625,159.66436723257505,156.9313659642097,157.39342153843546,59907000
2022-08-03,163.32147216796875,163.77368717681702,158.0324196674791,158.1208945604064,82507500
2022-08-04,163.00686645507812,164.3635414140804,161.65019149607585,163.20348231849744,55474100
2022-08-05,162.78045654296875,163.27268651132164,160.46696968304354,160.673712879285,56697000
2022-08-08,162.30789184570312,165.20220622926755,161.64830554399492,163.7845816314674,60276900
2022-08-09,162.35714721679688,163.24317026155526,160.7131007604691,161.47113919370653,63135500
2022-08-10,166.61001586914062,166.7084528561764,164.30636805182522,165.07424565037454,70170500
2022-08-11,165.8716278076172,168.33277716959444,165.5762868798472,167.41722179567384,57149200
2022-08-12,169.42555236816406,169.4944567489093,166.76749865896252,167.18098503009688,68039400
2022-08-15,170.49859619140625,170.6954851482581,168.68719375370597,168.85455011811328,54091700
2022-08-16,170.34107971191406,171.01052019393777,168.99237457923107,170.09496475942944,56377100
2022-08-17,171.83746337890625,173.41259006684885,169.8882371550574,170.08512611334214,79542000
2022-08-18,171.44366455078125,172.1820093852319,170.4296721798688,171.04988664773987,62290100
2022-08-19,168.8545684814453,171.04007069000778,168.64782529018512,170.34109754225454,70346300
2022-08-22,164.96595764160156,167.22036427123675,164.54263206053483,167.0530078857762,69026800
2022-08-23,164.6312255859375,166.0882370598649,164.06023703885776,164.4835626089626,54147100
2022-08-24,164.9265594482422,165.4975479706951,163.6664520268514,164.7198312893935,53841500
2022-08-25,167.38768005371094,167.49597122058404,165.7337949832813,166.1571054399998,51218200
2022-08-26,161.07733154296875,168.3918767523516,161.01826634968077,167.91934018438116,78961000
2022-08-29,158.87216186523438,160.36853027090402,157.33640664687104,158.64572524641508,73314000
2022-08-30,156.44052124023438,160.0337937500244,155.26901159376436,159.61048321715364,77906200
2022-08-31,154.77679443359375,158.0845804641707,154.69803583504827,157.81877207178803,87991100
2022-09-01,155.5052947998047,155.95813794862076,152.2664132669702,154.20580050146393,74229900
2022-09-02,153.38870239257812,157.86799816901853,152.56175963985066,157.26747699870455,76957800
2022-09-06,152.12860107421875,154.64881624550407,151.3016582877034,154.03845585855234,73714800
2022-09-07,153.53636169433594,154.2353197614945,151.22287508520006,152.41407808901712,87449600
2022-09-08,152.05966186523438,153.93012940950055,150.30730966413597,152.23685741248187,84923800
2022-09-09,154.92446899414062,155.36748802177217,152.34518854112125,153.05400095933032,68028800
2022-09-12,160.89027404785156,161.7073775664421,156.82446488060694,157.10995164172124,104956000
2022-09-13,151.44932556152344,158.04520467768552,150.98662815133733,157.4151508670422,122656600
2022-09-14,152.89646911621094,154.65866080063967,151.22289024182777,152.38454574724284,87965400
2022-09-15,150.0021514892578,152.82756164210238,149.0275457934619,152.24671887947383,90481100
2022-09-16,148.35809326171875,148.99800116372188,146.06430005699622,148.86017738849526,162278800
2022-09-19,152.07937622070312,152.15813482310995,146.78299164843529,146.98971983579415,81474200
2022-09-20,154.46176147460938,155.62343203686572,150.70113224453698,151.01615161997927,107689800
2022-09-21,151.3311767578125,156.2731696529989,151.21304637695786,154.89491678247586,101696800
2022-09-22,150.3664093017578,152.06952070873675,148.5648458969192,150.01200313979504,86652500
2022-09-23,148.09228515625,149.11613179254852,146.25135007934554,148.84048424162157,96029900
2022-09-26,148.427001953125,151.38038122778957,147.31455761940225,147.33425102063256,93339400
2022-09-27,149.40162658691406,152.315634453065,147.619756600354,150.3664080888261,84442700
2022-09-28,147.511474609375,148.29904557000611,142.58917488251384,145.34566573388943,146691400
2022-09-29,140.26583862304688,144.4399538960587,138.49380784574632,143.8295935811918,128138200
2022-09-30,136.05235290527344,140.8762153477741,135.85546393289223,139.0844911492741,124925300
2022-10-03,140.2362823486328,140.84665758209894,135.5502595480769,136.06218280211405,114311700
2022-10-04,143.82960510253906,143.9477354899333,142.01818737304887,142.77622574271777,87830100
2022-10-05,144.12493896484375,145.08972058696108,140.78762014316808,141.8311603684175,79471000
2022-10-06,143.16998291015625,145.24719370943012,142.96325476225735,143.54408244476417,68402200
2022-10-07,137.91297912597656,140.8762129387206,137.28292541213156,140.32490279514894,85925600
2022-10-10,138.2378692626953,139.68502664208134,136.4166273038199,138.2378692626953,74899000
2022-10-11,136.82022094726562,139.15340092464973,136.07203689531147,137.7259221748937,77033700
2022-10-12,136.19015502929688,138.17876788392184,136.01295948883356,136.96788662576586,70433700
2022-10-13,140.76792907714844,141.35859601492572,132.28187436958524,132.89224973345455,113224000
2022-10-14,136.22958374023438,142.2741677227646,136.04253393109235,142.06742450695816,88598000
2022-10-17,140.1969451904297,140.67932095242676,138.09020149670755,138.87777246163483,85250900
2022-10-18,141.51611328125,144.42026703642762,138.4249097380949,143.22907894720203,99136600
2022-10-19,141.62440490722656,142.69746261645687,139.30107889163025,139.488128680181,61758300
2022-10-20,141.16168212890625,143.62283148956203,140.43317651035323,140.79743683046152,64522000
2022-10-21,144.98141479492188,145.5524033439164,140.43319980718348,140.6497821885837,86548600
2022-10-24,147.1275177001953,147.89539516122247,143.73113431154985,144.90264390563777,75981900
2022-10-25,149.97259521484375,150.12027319083927,147.0389093560302,147.75756076988446,74732300
2022-10-26,147.02908325195312,149.62805663114864,145.73942824213276,148.61406419672124,88194300
2022-10-27,142.54978942871094,146.73374379544853,141.8902031311427,145.76897734753766,109180200
2022-10-28,153.31979370117188,155.05243775655637,145.52287291944214,145.89695747516933,164762400
2022-10-31,150.9570770263672,151.84309994681692,149.55914577499016,150.77988145527678,97943200
2022-11-01,148.30889892578125,153.03431011919787,146.812530481506,152.6700647115565,80379300
2022-11-02,142.77621459960938,149.80525751264736,142.7466820050657,146.63529551052576,93604600
2022-11-03,136.7218017578125,140.58088293366475,136.59381715822644,139.85237716768756,97918500
2022-11-04,136.45553588867188,140.68586767189302,132.51116441667403,140.11393200286335,140814800
2022-11-07,136.988037109375,137.21483428526327,133.78323487446542,135.2032111952328,83374600
2022-11-08,137.55995178222656,139.46310374939873,135.5779105819191,138.4572998817349,89908500
2022-11-09,132.99436950683594,136.62319988243638,132.71826464687123,136.57389221888846,74917800
2022-11-10,144.8274383544922,144.8274383544922,137.55993955287704,139.27574636621986,118854000
2022-11-11,147.6181182861328,147.92380470701315,142.36224081918826,143.79208769866335,93979700
2022-11-14,146.2178497314453,148.19003547375948,145.37966477232854,146.898256219997,73374100
2022-11-15,147.95338439941406,151.45401749484597,146.49397099909157,150.10307492440734,89868300
2022-11-16,146.7207794189453,147.78576172673738,145.241639832554,147.05606249393267,64218300
2022-11-17,148.6239471435547,149.3733724520642,144.11749463891493,144.39359949187033,80389400
2022-11-18,149.18601989746094,150.57641479286625,147.88438481730566,150.19183908207188,74829600
2022-11-21,145.95162963867188,148.27880988198416,145.66566926933072,148.07173876370618,58724100
2022-11-22,148.09144592285156,148.32811366985848,144.8866435342383,146.06996722268715,51804100
2022-11-23,148.9690704345703,149.71849566611712,147.26311878314957,147.3715896104273,58301400
2022-11-25,146.05023193359375,146.80952774156987,145.0739944661959,146.24744752036312,35195900
2022-11-28,142.21432495117188,144.6006680593858,141.38601049309779,143.12152865000314,69246000
2022-11-29,139.20675659179688,142.79613475713955,138.39816810033238,142.2833621487803,83763800
2022-11-30,145.9713592529297,146.6517658940868,138.59538713539368,139.4335572359168,111380900
2022-12-01,146.24745178222656,147.05605527210508,144.5710966759583,146.1488515092609,71250400
2022-12-02,145.75439453125,145.94175459663157,143.62443017730817,143.93013162674256,65447400
2022-12-05,144.59080505371094,148.82113692482218,143.74276456774905,145.71495034472244,68826400
2022-12-06,140.9225616455078,145.2515095410952,139.94632410744387,145.02471235222268,64727200
2022-12-07,138.97994995117188,141.37614872094412,138.05302012289312,140.21256620226913,69721100
2022-12-08,140.66615295410156,141.5240640501762,139.13772092261513,140.38019261979954,62128300
2022-12-09,140.18296813964844,143.54554848860332,138.94048147476286,140.36045763658447,76097000
2022-12-12,142.48056030273438,142.49041581439468,139.09825402700014,140.715445687667,70462700
2022-12-13,143.44692993164062,147.88434781351052,142.23403992363941,147.42088296434414,93886200
2022-12-14,141.21836853027344,144.62038597056736,139.19687510886934,143.3286067000526,82291200
2022-12-15,134.60166931152344,139.82796424282577,134.1382044845264,139.147557792699,98931900
2022-12-16,132.63938903808594,135.73572104040244,131.87023755669819,134.78908000788886,160156900
2022-12-19,130.52914428710938,133.3197896823252,129.49375852610828,133.2310449107972,79592600
2022-12-20,130.46009826660156,131.39688354522443,128.0836106828586,129.56275008486864,77432800
2022-12-21,133.5662841796875,134.9073711645486,130.90383628158227,131.13063344213398,85928000
2022-12-22,130.39105224609375,132.68865037286486,128.4879002839557,132.48157930219233,77852100
2022-12-23,130.02621459960938,130.57842423400893,127.83708708710822,129.09928483618836,63814900
2022-12-27,128.22164916992188,129.58246208692498,126.9298699732108,129.55288050582337,69007800
2022-12-28,124.28716278076172,129.2077647504938,124.11952877613886,127.8666776669259,85438400
2022-12-29,127.8074951171875,128.66539108330355,125.9536432642823,126.21002198896751,75703700
2022-12-30,128.12306213378906,128.14278820773606,125.6578370442106,126.62421153870504,77034200
